facility_id,timestamp,emission,power_in_MW,name,network_region,units,latitude,longitude,fuel_source,value_price_in_$/MWh,value_demand_in_MW
BASTYAN,2025-10-01T00:10:00+10:00,0.0,69.8,Bastyan,TAS,"[{'code': 'BASTYAN', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 79.9, 'capacity_maximum': 88.0, 'data_first_seen': '2005-05-16T13:35:00+10:00', 'data_last_seen': '2025-10-20T07:35:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2024-12-17T00:35:39Z'}]",-41.736231,145.531589,hydro,0.2,893.51
BAYSW,2025-10-01T00:10:00+10:00,41.115,547.97,Bayswater,NSW,"[{'code': 'BW02', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 660.0, 'capacity_maximum': 685.0, 'emissions_factor_co2': 0.8919, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2025-10-06T23:42:22Z'}, {'code': 'BW01', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 660.0, 'capacity_maximum': 660.0, 'emissions_factor_co2': 0.8919, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2025-10-06T23:36:09Z'}, {'code': 'BW03', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 660.0, 'capacity_maximum': 685.0, 'emissions_factor_co2': 0.8919, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-10-23T02:05:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2025-10-06T23:43:22Z'}, {'code': 'BW04', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 660.0, 'capacity_maximum': 685.0, 'emissions_factor_co2': 0.8919, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-09-12T21:40:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2025-10-06T23:43:55Z'}]",-32.393502,150.953963,coal_black,58.4,7158.5
BBATTERY,2025-10-01T00:10:00+10:00,0.0,0.147,Bouldercombe,QLD,"[{'code': 'BBATTERY', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 67.0, 'capacity_maximum': 50.0, 'capacity_storage': 100.0, 'data_first_seen': '2023-08-08T15:25:00+10:00', 'data_last_seen': '2025-11-04T20:40:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2025-09-16T03:42:02Z'}, {'code': 'BBATTERY1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 67.0, 'capacity_maximum': 50.0, 'capacity_storage': 100.0, 'data_first_seen': '2024-10-16T13:10:00+10:00', 'data_last_seen': '2025-11-04T20:40:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-24T05:23:38Z', 'updated_at': '2025-09-16T03:57:11Z'}, {'code': 'BBATRYL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 67.0, 'capacity_maximum': 50.0, 'capacity_storage': 100.0, 'data_first_seen': '2023-08-11T15:25:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:34:35Z', 'updated_at': '2025-09-16T03:41:44Z'}]",-23.563443,150.459658,battery_discharging,54.96,5928.01
BHB,2025-10-01T00:10:00+10:00,0.0,2.043,Broken Hill Battery,NSW,"[{'code': 'BHBG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 66.0, 'capacity_maximum': 50.0, 'capacity_storage': 50.0, 'data_first_seen': '2023-12-01T09:00:00+10:00', 'data_last_seen': '2025-11-04T20:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-09-20T01:13:27Z', 'updated_at': '2025-05-08T04:02:38Z'}, {'code': 'BHBL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 66.0, 'capacity_maximum': 50.0, 'capacity_storage': 50.0, 'data_first_seen': '2023-12-04T09:20:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2024-09-20T01:14:54Z', 'updated_at': '2025-05-08T04:04:11Z'}, {'code': 'BHB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 66.0, 'capacity_maximum': 50.0, 'capacity_storage': 50.0, 'data_first_seen': '2024-08-08T17:55:00+10:00', 'data_last_seen': '2025-11-04T20:25:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-11-06T23:28:31Z', 'updated_at': '2025-05-08T04:05:21Z'}]",-31.9863,141.4204,battery_discharging,58.4,7158.5
BHWF,2025-10-01T00:10:00+10:00,0.0,6.958,Bald Hills,VIC,"[{'code': 'BALDHWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 106.6, 'capacity_maximum': 106.0, 'data_first_seen': '2015-02-24T08:45:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:36Z', 'updated_at': '2025-05-08T01:51:30Z'}]",-38.758189,145.956062,wind,8.95,4849.54
BIALAWF,2025-10-01T00:10:00+10:00,0.0,77.589,Biala,NSW,"[{'code': 'GULLRWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 110.0, 'capacity_maximum': 107.0, 'data_first_seen': '2020-06-20T12:10:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:36Z', 'updated_at': '2025-09-09T01:18:12Z'}]",-34.587836,149.369848,wind,58.4,7158.5
BLUEGSF,2025-10-01T00:10:00+10:00,0.0,0.101,Blue Grass,QLD,"[{'code': 'BLUEGSF1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 183.0, 'capacity_maximum': 148.0, 'data_first_seen': '2022-08-01T13:15:00+10:00', 'data_last_seen': '2025-11-04T18:10:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:36Z', 'updated_at': '2025-05-06T04:56:18Z'}]",-26.691708,150.500037,solar_utility,54.96,5928.01
BLUFF,2025-10-01T00:10:00+10:00,0.0,46.5,The Bluff,SA,"[{'code': 'BLUFF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 52.5, 'capacity_maximum': 53.0, 'data_first_seen': '2011-07-05T15:50:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:36Z', 'updated_at': '2024-12-19T03:22:32Z'}]",-33.367741,138.79379,wind,8.08,1561.57
BLYTHB,2025-10-01T00:10:00+10:00,0.0,22.98,Blyth,SA,"[{'code': 'BLYTHB1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 281.0, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-09-06T13:55:00+10:00', 'data_last_seen': '2025-11-04T18:30:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-13T04:32:04Z', 'updated_at': '2024-12-17T01:01:17Z'}, {'code': 'BLYTHB1G1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 281.0, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-09-06T13:55:00+10:00', 'data_last_seen': '2025-11-04T18:30:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-11-09T09:48:05Z', 'updated_at': '2024-12-17T01:01:44Z'}, {'code': 'BLYTHB1L1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 281.0, 'capacity_maximum': 200.0, 'capacity_storage': 400.0, 'data_first_seen': '2024-08-20T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2024-11-09T09:44:19Z', 'updated_at': '2024-12-17T01:01:32Z'}]",-33.848475,138.403204,battery,8.08,1561.57
BOCOROCK,2025-10-01T00:10:00+10:00,0.0,53.57,Boco Rock,NSW,"[{'code': 'BOCORWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 113.18, 'capacity_maximum': 111.0, 'data_first_seen': '2014-08-29T00:10:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:38Z', 'updated_at': '2025-09-09T01:16:14Z'}]",-36.574527,149.124863,wind,58.4,7158.5
BODWF,2025-10-01T00:10:00+10:00,0.0,42.58,Bodangora,NSW,"[{'code': 'BODWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 113.19, 'capacity_maximum': 111.0, 'data_first_seen': '2018-08-08T11:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:38Z', 'updated_at': '2025-09-09T01:16:56Z'}]",-32.407128,149.04133,wind,58.4,7158.5
BOLIVAR,2025-10-01T00:10:00+10:00,0.0,0.001,Bolivar,SA,"[{'code': 'BOWWBA1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 3.0, 'capacity_maximum': 2.0, 'capacity_storage': 5.0, 'data_first_seen': '2024-09-18T11:25:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-04T04:03:29Z', 'updated_at': '2024-12-17T04:33:40Z'}, {'code': 'BOWWPV1', 'fueltech_id': 'solar_utility', 'status_id': 'operating', 'capacity_registered': 8.25, 'capacity_maximum': 6.0, 'data_first_seen': '2022-02-23T10:55:00+10:00', 'data_last_seen': '2025-11-04T19:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:38Z', 'updated_at': '2024-12-17T04:28:03Z'}, {'code': 'BOWWBA1G', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 3.08, 'capacity_maximum': 2.0, 'capacity_storage': 5.04, 'data_first_seen': '2022-03-02T15:10:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:38Z', 'updated_at': '2024-12-17T04:27:46Z'}, {'code': 'BOWWBA1L', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 3.08, 'capacity_maximum': 2.0, 'capacity_storage': 5.06, 'data_first_seen': '2022-02-28T14:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:34:38Z', 'updated_at': '2024-12-17T04:33:28Z'}, {'code': 'BOLIVAR1', 'fueltech_id': 'bioenergy_biogas', 'status_id': 'operating', 'capacity_registered': 9.9, 'capacity_maximum': 10.0, 'emissions_factor_co2': 0.0201, 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:38Z', 'updated_at': '2024-12-17T04:33:12Z'}]",-34.495482,138.387641,battery,8.08,1561.57
BRNDBES,2025-10-01T00:10:00+10:00,0.0,0.137,Brendale,QLD,"[{'code': 'BRNDBES1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 215.0, 'capacity_maximum': 205.0, 'capacity_storage': 410.0, 'data_first_seen': '2025-09-09T15:45:00+08:00', 'data_last_seen': '2025-10-30T11:20:00+08:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2025-01-17T03:49:18Z', 'updated_at': '2025-09-23T02:54:27Z'}, {'code': 'BRNDBESL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 215.0, 'capacity_maximum': 205.0, 'capacity_storage': 410.0, 'data_first_seen': '2025-09-02T00:05:00+08:00', 'data_last_seen': '2025-11-04T21:25:00+08:00', 'dispatch_type': 'LOAD', 'created_at': '2025-03-14T05:54:25Z', 'updated_at': '2025-09-23T02:54:15Z'}, {'code': 'BRNDBESG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 215.0, 'capacity_maximum': 205.0, 'capacity_storage': 410.0, 'data_first_seen': '2025-09-09T15:45:00+08:00', 'data_last_seen': '2025-10-30T11:20:00+08:00', 'dispatch_type': 'GENERATOR', 'created_at': '2025-03-14T05:56:16Z', 'updated_at': '2025-09-23T02:54:01Z'}]",-27.329333,152.974384,battery,54.96,5928.01
BRYB1WF1,2025-10-01T00:10:00+10:00,0.0,130.016,Berrybank,VIC,"[{'code': 'BRYB2WF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 109.0, 'capacity_maximum': 105.0, 'data_first_seen': '2022-11-29T08:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:39Z', 'updated_at': '2025-05-06T05:01:28Z'}, {'code': 'BRYB1WF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 180.6, 'capacity_maximum': 175.9, 'data_first_seen': '2021-02-16T01:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:39Z', 'updated_at': '2025-05-06T04:59:35Z'}]",-37.980741,143.472217,wind,8.95,4849.54
BULGANA,2025-10-01T00:10:00+10:00,0.0,47.89,Bulgana Green Power Hub,VIC,"[{'code': 'BULBESL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 24.0, 'capacity_maximum': 20.0, 'capacity_storage': 34.0, 'data_first_seen': '2021-07-06T19:40:00+10:00', 'data_last_seen': '2025-11-04T21:20:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:34:39Z', 'updated_at': '2025-03-27T23:35:45Z'}, {'code': 'BULBESG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 24.0, 'capacity_maximum': 20.0, 'capacity_storage': 34.0, 'data_first_seen': '2021-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:39Z', 'updated_at': '2025-03-27T23:35:27Z'}, {'code': 'BULBES1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 24.0, 'capacity_maximum': 20.0, 'capacity_storage': 34.0, 'data_first_seen': '2024-10-02T13:10:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-13T04:20:29Z', 'updated_at': '2025-03-27T23:36:12Z'}, {'code': 'BULGANA1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 204.0, 'capacity_maximum': 204.0, 'data_first_seen': '2020-05-14T11:15:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:39Z', 'updated_at': '2025-04-21T01:02:55Z'}]",-37.039507,142.982799,battery_charging,8.95,4849.54
BUTLERSG,2025-10-01T00:10:00+10:00,0.0,6.5,Butlers Gorge,TAS,"[{'code': 'BUTLERSG', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 14.4, 'capacity_maximum': 15.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-02T10:30:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:39Z', 'updated_at': '2024-12-17T23:23:03Z'}]",-42.267107,146.262127,hydro,0.2,893.51
BWTR1,2025-10-01T00:10:00+10:00,0.0,19.892,Broadwater,NSW,"[{'code': 'BWTR1', 'fueltech_id': 'bioenergy_biomass', 'status_id': 'operating', 'capacity_registered': 38.0, 'capacity_maximum': 38.0, 'emissions_factor_co2': 0.0289, 'data_first_seen': '2023-08-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2024-12-17T22:11:08Z'}]",-29.016483,153.445756,bioenergy_biomass,58.4,7158.5
CALLIDEC1,2025-10-01T00:10:00+10:00,29.078,0.0,Callide C,QLD,"[{'code': 'CPP_4', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 420.0, 'capacity_maximum': 466.0, 'emissions_factor_co2': 0.887, 'data_first_seen': '2001-08-01T14:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-10-07T05:48:14Z'}, {'code': 'CPP_3', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 466.0, 'capacity_maximum': 466.0, 'emissions_factor_co2': 0.887, 'data_first_seen': '2001-02-08T10:05:00+10:00', 'data_last_seen': '2025-08-15T13:20:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-10-07T05:47:18Z'}]",-24.347222,150.608611,coal_black,54.96,5928.01
CALL_B,2025-10-01T00:10:00+10:00,22.254,279.7,Callide B,QLD,"[{'code': 'CALL_B_2', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.9556, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-10-07T05:37:09Z'}, {'code': 'CALL_B_1', 'fueltech_id': 'coal_black', 'status_id': 'operating', 'capacity_registered': 350.0, 'capacity_maximum': 385.0, 'emissions_factor_co2': 0.9556, 'data_first_seen': '1998-12-07T02:50:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-10-07T05:37:51Z'}]",-24.333169,150.626322,coal_black,54.96,5928.01
CANUNDA1,2025-10-01T00:10:00+10:00,,28.934,Canunda,SA,"[{'code': 'CNUNDAWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 46.0, 'capacity_maximum': 46.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-05-08T05:29:16Z'}]",-37.698303,140.383633,wind,8.08,1561.57
CAPBES,2025-10-01T00:10:00+10:00,0.0,6.68,Capital,NSW,"[{'code': 'CAPBES1L', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 125.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2023-07-25T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2025-05-06T07:14:43Z'}, {'code': 'CAPBES1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 125.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2024-09-24T14:50:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-03T02:02:41Z', 'updated_at': '2025-05-06T07:15:18Z'}, {'code': 'CAPBES1G', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 125.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2023-07-26T11:05:00+10:00', 'data_last_seen': '2025-11-04T21:15:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:35:16Z', 'updated_at': '2025-05-06T07:14:59Z'}]",-35.339434,149.216065,battery_charging,58.4,7158.5
CAPTL_WF,2025-10-01T00:10:00+10:00,0.0,114.49,Capital,NSW,"[{'code': 'CAPTL_WF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 140.0, 'capacity_maximum': 140.0, 'data_first_seen': '2009-07-04T17:10:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-05-06T06:29:47Z'}]",-35.123534,149.500249,wind,58.4,7158.5
CATHROCK,2025-10-01T00:10:00+10:00,0.0,42.9,Cathedral Rocks,SA,"[{'code': 'CATHROCK', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 66.0, 'capacity_maximum': 66.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:41Z', 'updated_at': '2025-05-08T04:07:20Z'}]",-34.848741,135.592649,wind,8.08,1561.57
CETHANA,2025-10-01T00:10:00+10:00,0.0,31.364,Cethana,TAS,"[{'code': 'CETHANA', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 85.0, 'capacity_maximum': 100.0, 'data_first_seen': '2005-05-16T17:05:00+10:00', 'data_last_seen': '2025-11-04T12:35:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:43Z', 'updated_at': '2024-12-18T00:24:58Z'}]",-41.479852,146.134472,hydro,0.2,893.51
CHALLWF,2025-10-01T00:10:00+10:00,0.0,26.7,Challicum Hills,VIC,"[{'code': 'CHALLHWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 52.5, 'capacity_maximum': 52.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:43Z', 'updated_at': '2025-05-08T05:02:31Z'}]",-37.395466,143.10459,wind,8.95,4849.54
CHBESS,2025-10-01T00:10:00+10:00,0.0,0.033,Chinchilla,QLD,"[{'code': 'CHBESSG1', 'fueltech_id': 'battery_discharging', 'status_id': 'operating', 'capacity_registered': 134.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2024-02-16T14:40:00+10:00', 'data_last_seen': '2025-11-04T21:10:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-09-17T02:02:02Z', 'updated_at': '2025-05-06T06:42:20Z'}, {'code': 'CHBESSL1', 'fueltech_id': 'battery_charging', 'status_id': 'operating', 'capacity_registered': 134.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2023-12-16T06:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'LOAD', 'created_at': '2024-09-17T02:03:33Z', 'updated_at': '2025-05-06T06:42:42Z'}, {'code': 'CHBESS1', 'fueltech_id': 'battery', 'status_id': 'operating', 'capacity_registered': 134.0, 'capacity_maximum': 100.0, 'capacity_storage': 200.0, 'data_first_seen': '2024-10-31T11:10:00+10:00', 'data_last_seen': '2025-11-04T21:10:00+10:00', 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-10-24T05:29:26Z', 'updated_at': '2025-05-06T06:42:56Z'}]",-26.918551,150.745399,battery_discharging,54.96,5928.01
CHYTWF,2025-10-01T00:10:00+10:00,0.0,13.15,Cherry Tree,VIC,"[{'code': 'CHYTWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 57.6, 'capacity_maximum': 57.0, 'data_first_seen': '2020-05-01T18:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:43Z', 'updated_at': '2025-05-08T04:30:13Z'}]",-37.1018,145.2656,wind,8.95,4849.54
CLEMGPWF,2025-10-01T00:10:00+10:00,0.0,50.496,Clements Gap,SA,"[{'code': 'CLEMGPWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 57.0, 'capacity_maximum': 57.0, 'data_first_seen': '2009-05-07T15:35:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:43Z', 'updated_at': '2024-12-16T23:48:47Z'}, {'code': '0CLEMGPBESS', 'fueltech_id': 'battery', 'status_id': 'committed', 'capacity_registered': 60.0, 'capacity_maximum': 60.0, 'capacity_storage': 120.0, 'dispatch_type': 'BIDIRECTIONAL', 'created_at': '2024-11-29T05:00:45Z', 'updated_at': '2025-10-30T00:58:26Z'}, {'code': '0CLEMGPBESSL1', 'fueltech_id': 'battery_charging', 'status_id': 'committed', 'capacity_registered': 60.0, 'capacity_maximum': 60.0, 'capacity_storage': 120.0, 'dispatch_type': 'LOAD', 'created_at': '2025-08-13T23:00:48Z', 'updated_at': '2025-10-30T00:59:33Z'}, {'code': '0CLEMGPBESSG1', 'fueltech_id': 'battery_discharging', 'status_id': 'committed', 'capacity_registered': 60.0, 'capacity_maximum': 60.0, 'capacity_storage': 120.0, 'dispatch_type': 'GENERATOR', 'created_at': '2025-08-13T22:58:47Z', 'updated_at': '2025-11-03T04:19:07Z'}]",-33.489773,138.111695,wind,8.08,1561.57
CLRKCWF,2025-10-01T00:10:00+10:00,0.0,277.299,Clarke Creek,QLD,"[{'code': 'CLRKCWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 103.5, 'capacity_maximum': 101.0, 'data_first_seen': '2025-04-30T14:40:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-10-03T02:21:50Z', 'updated_at': '2025-09-09T00:19:31Z'}, {'code': 'CLRKCWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 345.5, 'capacity_maximum': 338.0, 'data_first_seen': '2024-10-02T02:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2024-10-03T02:18:36Z', 'updated_at': '2025-09-09T00:19:11Z'}]",-22.850446,149.453252,wind,54.96,5928.01
CLUNY,2025-10-01T00:10:00+10:00,0.0,18.278,Cluny,TAS,"[{'code': 'CLUNY', 'fueltech_id': 'hydro', 'status_id': 'operating', 'capacity_registered': 19.0, 'capacity_maximum': 22.0, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:44Z', 'updated_at': '2024-12-18T01:49:35Z'}]",-42.506229,146.681123,hydro,0.2,893.51
COLWF01,2025-10-01T00:10:00+10:00,0.0,118.903,Collector,NSW,"[{'code': 'COLWF01', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 226.0, 'capacity_maximum': 219.0, 'data_first_seen': '2020-11-12T22:05:00+10:00', 'data_last_seen': '2025-11-04T21:25:00+10:00', 'dispatch_type': 'GENERATOR', 'created_at': '2023-10-18T04:34:44Z', 'updated_at': '2025-05-06T02:59:53Z'}]",-34.823879,149.396795,wind,58.4,7158.5
